"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"IRT","INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,4459","-1,6062","3,0327","3,6917","16,7608","342,2421","-"
"IKL","İŞ PORTFÖY SAĞLIK ŞİRKETLERİ KARMA FON","Karma Şemsiye Fonu","3,1048","1,2888","10,7243","10,3726","16,4569","189,2524","-"
"RPC","ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,5591","11,3964","17,8184","17,2217","16,1709","-","-"
"YAC","YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,0734","7,7679","10,6533","9,4099","16,0103","199,0939","524,6068"
"ZVO","ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,8059","55,8379","23,8161","16,4131","15,9031","-","-"
"FBC","FONERİA PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU","Katılım Şemsiye Fonu","1,0601","6,8264","7,9648","3,7601","15,5879","-","-"
"ARE","İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","4,5108","12,3465","6,7680","5,9974","15,3564","116,8301","308,8304"
"PFO","PHİLLİP PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,2072","9,1412","10,3291","7,5317","15,3292","-","-"
"TBT","TEB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,3213","8,2458","6,4570","3,0937","15,3146","66,8095","92,5909"
"YPC","YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,1163","8,7519","2,0033","2,7320","15,1150","-","-"
"TGA","GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,5717","4,3031","6,7397","5,3263","15,0187","394,2393","945,1619"
"YAK","YAPI KREDİ PORTFÖY KARMA FON","Karma Şemsiye Fonu","-1,0270","6,6699","7,8745","3,8077","14,9685","195,5744","554,5081"
"IAE","İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,2588","2,4154","15,6741","13,1638","14,9415","-","-"
"HPD","HSBC PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,5477","0,9487","5,4818","4,6549","14,9042","232,7009","522,5356"
"OKD","OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,6070","7,1048","11,4142","9,9707","14,4923","364,2781","903,9163"
"KRS","KARE PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,1400","6,2330","8,6870","9,7011","14,4766","194,4047","603,4569"
"ECA","GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,2397","6,7217","5,8376","4,6779","14,2857","383,0563","847,7442"
"BHI","BV PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,0694","13,5056","18,3567","16,8940","14,2233","-","-"
"CPT","ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","11,6027","10,8250","15,2527","16,2077","14,1131","-","-"
"TGX","TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,4074","11,9539","18,6829","16,4751","13,8132","-","-"
"EC2","GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","6,8207","17,6484","10,2979","8,5223","13,4928","540,9024","1.317,1154"
"TBE","TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,4734","-0,6689","5,6566","3,7589","13,2076","-","-"
"KIA","TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,7215","-5,7295","0,1423","-0,1133","13,1882","-","-"
"IRO","İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","5,9295","12,3859","9,9764","11,2478","12,5062","-","-"
"HMC","HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON","Serbest Şemsiye Fonu","0,4518","10,0647","9,6652","8,0723","12,3362","366,5419","-"
"KSR","KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU","Katılım Şemsiye Fonu","3,0164","5,2947","5,2762","5,1377","12,2532","203,6935","-"
"GZN","GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON","Serbest Şemsiye Fonu","1,1539","10,2460","0,2864","-1,6754","11,9343","678,4356","-"
"RPM","ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,0221","-0,7271","4,3694","2,1537","11,7925","124,9969","-"
"BDY","AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,0775","11,6469","6,4859","2,7872","11,7684","-","-"
"KID","TRIVE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-9,2721","-6,3562","0,9297","0,5579","11,7299","-","-"
"DHM","DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,3405","5,7906","3,4164","2,7747","11,2224","223,9924","-"
"ESG","AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON","Serbest Şemsiye Fonu","2,1550","4,9712","5,9152","4,3308","11,2163","123,7685","-"
"DYN","DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9359","5,4501","4,7644","5,4628","11,1147","-","-"
"GKF","GLOBAL MD PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","-0,4564","5,7560","-1,4285","-3,5757","10,9993","213,8306","216,0134"
"GZL","GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,9723","7,6095","15,2898","14,1043","10,3528","120,9226","-"
"VCY","AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,6235","4,9530","6,4035","6,3818","10,2081","99,1101","-"
"KIB","TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,1789","1,6202","5,8868","5,8240","9,8847","-","-"
"CIN","AKTİF PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","2,1554","5,1064","9,9954","10,8714","9,7615","-","-"
"YCK","YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON","Serbest Şemsiye Fonu","5,2200","-1,3632","0,7797","0,1095","9,3691","193,3754","-"
"TAR","AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,5695","6,9739","13,7300","14,1762","9,3212","-","-"
"YAN","YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,0024","4,7602","7,3104","6,1845","9,1674","163,1565","437,0362"
"GMA","AZİMUT PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,0854","6,9923","3,4324","-0,5225","9,0318","313,2286","742,4604"
"ZJL","ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,5332","16,3342","11,7422","5,8263","8,9283","501,2912","-"
"GOH","GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,1379","18,2287","8,2399","3,9113","8,2601","490,3665","-"
"HSA","HSBC PORTFÖY DEĞİŞKEN (TL) FON","Değişken Şemsiye Fonu","-1,3123","1,4202","4,2354","3,9905","8,1949","325,4597","981,2055"
"GVA","GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2802","5,4811","7,4131","6,5370","8,1406","-","-"
"TI7","İŞ PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,7126","2,0495","4,6657","4,0222","8,1108","199,1765","452,8258"
"YLC","ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,6267","6,5192","10,3284","11,0321","7,7570","131,5270","-"
"GZG","GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,5956","-0,3198","8,7183","6,3433","7,4840","154,2242","-"
"IDD","LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON","Serbest Şemsiye Fonu","1,7121","7,7375","5,9072","3,0219","7,4734","143,5571","282,8673"
"YHZ","YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,2982","0,9893","12,3197","10,5769","7,3731","361,8158","-"
"ZSG","ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,4231","8,8185","11,5647","10,8146","6,8877","-","-"
"GZH","GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,6366","9,9618","12,0706","11,5133","6,6294","96,3997","-"
"TJF","TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,7514","5,1994","7,4192","5,8486","6,4379","135,6573","-"
"IJC","İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,9458","12,9786","0,7842","0,9340","6,4030","297,1090","-"
"RBH","ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,0917","6,3541","5,3599","2,7452","6,1993","340,3748","1.187,3016"
"HKH","HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,2589","15,2573","12,3761","10,5731","5,9501","-","-"
"OLD","QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,5977","8,6718","7,3621","6,2228","5,7040","110,1147","-"
"YPV","YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,9574","2,1796","3,4389","3,8459","5,3686","156,4228","453,1312"
"ICH","PARDUS PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,6240","16,3172","4,8017","2,6399","5,1807","-","-"
"NNF","HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,1222","11,1492","8,3890","7,0006","4,8979","464,3630","-"
"KTI","AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,0272","7,1629","2,3858","-1,8600","4,8123","-","-"
"DFC","DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,4277","4,7645","5,2816","5,0422","4,8100","-","-"
"KHA","PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,4262","7,1813","2,8513","2,5523","4,7776","-","-"
"ZBD","ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,4452","8,7507","3,3478","0,7407","4,6973","231,7342","472,1670"
"KNJ","KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU","Katılım Şemsiye Fonu","5,3619","3,7203","14,5959","13,0205","4,4509","-","-"
"ELZ","QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,4424","11,3660","5,4637","1,6649","4,2761","370,3577","-"
"AES","AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,5222","0,9870","8,8133","6,0417","4,1169","76,0657","1.107,4141"
"YJH","YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","4,2576","7,9673","7,2450","7,4797","4,0409","78,9224","-"
"DKH","DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,7324","3,7795","3,3937","0,4583","3,5051","-","-"
"ALC","AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,9785","4,7327","5,7260","3,3283","3,2694","330,7382","1.032,8106"
"TTL","TACİRLER PORTFÖY KARTOPU SERBEST FON","Serbest Şemsiye Fonu","-0,2604","4,8664","3,7622","0,6521","3,2603","615,5751","-"
"KHC","PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,1977","6,5884","2,7874","-0,6210","3,1373","-","-"
"IBB","İŞ PORTFÖY ATAK DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,8416","10,0083","0,6445","-1,8083","3,0938","216,1487","565,7442"
"FNT","HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,6348","12,2447","5,9563","4,9560","2,8191","-","-"
"AED","ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,8615","6,0219","6,2263","5,0222","2,6456","310,4110","812,3414"
"TTE","İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,3012","0,8155","12,6006","11,0693","2,3101","333,9489","897,1753"
"AFS","AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","3,0313","-4,4587","8,1511","8,3284","2,1197","110,3350","721,2869"
"YHB","YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,8095","10,2809","-1,1477","-5,3212","1,7638","-","-"
"PHE","PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,8668","10,9888","15,8474","13,0409","1,6810","-","-"
"TKF","TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,2622","7,5854","-0,1549","-1,7816","1,6763","272,6268","1.037,0664"
"KTS","KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-0,9666","1,4530","-2,7574","-4,5787","1,6065","255,9997","433,4824"
"ZDZ","ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,0637","12,9413","1,9430","-2,3523","1,3770","438,3302","935,1731"
"RBN","RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-0,8536","-0,1935","0,6608","-0,5619","1,0237","-","-"
"RHS","ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,7126","5,6019","2,7116","1,0508","0,8652","-","-"
"IVF","İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,8684","3,9678","7,5785","5,0953","0,8627","357,5418","-"
"IJT","İŞ PORTFÖY TARIM SERBEST FON","Serbest Şemsiye Fonu","-3,2050","-0,8878","0,9447","1,4413","0,7218","175,5188","-"
"GO9","FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,0640","5,5834","1,0013","-1,2776","0,3533","-","-"
"AOY","AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","5,9013","12,4053","20,3272","19,8252","0,2279","34,3478","135,0458"
"ICZ","AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,3963","1,8178","5,9602","3,9492","0,1719","337,5662","-"
"SAS","AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,2636","3,5225","-3,0450","-6,3040","0,0124","-","-"
"AOJ","ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-0,4102","-10,2754","-7,1944","-6,7418","-0,1404","-","-"
"OHB","OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,3101","5,1539","3,8341","1,9454","-0,4908","401,0165","1.163,6933"
"RTH","RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,8607","6,4656","3,5455","2,8167","-0,7693","-","-"
"ZJV","ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,6846","3,5089","-3,2829","-6,6934","-0,8609","389,1224","-"
"NZH","NEO PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,1760","1,1823","8,6738","6,4306","-1,1160","76,5163","-"
"FID","FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,3753","3,4599","2,0737","0,3878","-1,2482","235,6794","687,0433"
"DTL","DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,2855","4,8078","-3,9131","-7,7453","-1,5137","-","-"
"AK3","AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,7286","2,5554","3,3222","1,9224","-1,7091","517,5277","1.271,0957"
"ZPE","ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,3434","7,1759","1,9684","-0,8238","-1,8680","320,5531","937,3490"
"ACK","İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,1519","1,8213","-3,3207","-6,1415","-2,0095","263,1875","648,0512"
"KPC","KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,4666","4,7022","0,2350","-3,1364","-2,0535","418,0165","-"
"GAF","INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,7718","2,1748","0,1171","-0,4794","-2,2107","467,1286","1.198,1673"
"MAC","MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,0642","-2,2527","-0,7864","-0,4114","-2,4543","436,8670","1.411,6080"
"SUB","ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9369","5,1145","0,9369","-0,6561","-2,5801","330,9208","674,1942"
"ACC","İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN)","Hisse Senedi Şemsiye Fonu","1,8533","6,0029","4,8501","3,2233","-2,7797","466,8587","1.219,7060"
"AHI","ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN)","Hisse Senedi Şemsiye Fonu","0,2842","0,4875","5,2000","2,9665","-3,2540","429,0377","1.471,3871"
"GLG","AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,1547","-2,1349","19,6920","15,8070","-3,2887","442,5321","-"
"BVM","ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,7410","10,1796","1,1700","0,3788","-3,2893","-","-"
"YHK","YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","0,8900","9,3149","4,7255","1,0871","-3,3584","-","-"
"HVZ","ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,7894","-0,9669","-1,5026","-3,5155","-3,9575","-","-"
"GKV","GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,1547","3,1754","1,9299","-1,3347","-4,0646","-","-"
"TCD","TACİRLER PORTFÖY DEĞIŞKEN FON","Değişken Şemsiye Fonu","3,3822","6,0495","-2,4816","-4,0956","-4,1691","287,5535","1.279,4942"
"IHA","ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,0857","6,0655","-3,7026","-6,6399","-4,3602","-","-"
"GHS","GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,5905","4,5699","2,4122","-0,1049","-4,3924","439,8355","1.440,4185"
"GTM","GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,4829","4,7967","1,2962","-0,4372","-4,5763","-","-"
"YUB","YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,6197","1,6984","2,2133","-0,3133","-5,0924","-","-"
"ICF","ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,5929","4,9320","-0,4227","-2,1065","-5,2534","501,4259","1.250,0937"
"GZM","GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON","Serbest Şemsiye Fonu","6,4054","4,5424","-1,7588","-1,9770","-5,4459","233,1448","-"
"GBJ","GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","9,2656","10,4156","0,5896","-3,0422","-5,4834","-","-"
"EID","QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-1,5853","8,3047","-2,0420","-5,6068","-5,6471","500,9249","1.322,4565"
"MMH","AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,6012","5,5381","3,2626","1,2651","-5,8424","366,0485","930,0313"
"FPH","FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,4021","4,3704","0,5221","-1,2189","-5,9029","378,1269","1.065,0412"
"HVS","HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-0,7068","-0,5427","0,3782","-0,8945","-6,0539","433,8344","1.559,8460"
"YEF","YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,7401","3,9419","1,7404","-0,2463","-6,5865","328,6122","784,1572"
"THD","TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","1,3483","-4,3425","-7,9638","-8,0058","-6,5897","-","-"
"KPU","KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,7647","0,3461","-3,5565","-7,6395","-6,6620","-","-"
"GAE","GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,2005","4,9940","2,3348","0,4229","-6,8217","293,5183","721,7148"
"GIE","GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,0216","2,6485","-0,0177","-0,8434","-6,8837","-","-"
"FSG","FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,5674","4,2107","1,8444","0,0516","-6,9957","-","-"
"AKU","AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","2,8461","4,7307","1,7850","-0,0793","-7,0542","286,0982","722,5202"
